energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,music_features,uri
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,string
,,,,,,,,,,,,class,meta
0.959,0.314,150.047,0.0383,0.0136,0.899,4.0,0.44,0.0,116800.0,-8.723,0.968,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6VpiPDOAdP3wH0vOrAs30g
0.384,0.782,163.926,0.0425,0.664,0.961,4.0,0.627,7.0,189205.0,-19.31,0.9,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5sRQNFKwE9kgNleZgnCpgw
0.943,0.092,127.992,0.0298,0.00119,0.876,4.0,0.581,11.0,172510.0,-3.118,0.965,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0cNvfyJjpoP56GgdOHSFPw
0.668,0.156,84.809,0.198,0.00605,0.0,4.0,0.862,1.0,120960.0,-5.181,0.532,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:60TbmViml7n1jUZksLR7Mq
0.687,0.09,180.042,0.0443,0.777,0.666,4.0,0.558,1.0,164613.0,-7.241,0.821,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4ICg3ggG6Orp1W1GMNA6LH
0.798,0.0194,127.987,0.146,0.000122,0.222,4.0,0.788,1.0,289001.0,-7.04,0.713,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6DHswEnDubt3PTh9semV3M
0.719,0.195,123.028,0.0561,0.00481,0.000382,4.0,0.549,3.0,277489.0,-7.266,0.586,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5fp6m6Zo4LetiWaMMrPjy5
0.458,0.166,120.039,0.0341,0.851,8.1e-05,4.0,0.776,2.0,177213.0,-8.815,0.871,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0Nrw0vKim2z4dph1jsxvye
0.546,0.0993,154.564,0.0562,0.289,0.12,4.0,0.603,0.0,112587.0,-4.424,0.673,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7qutORNbBeywDgWXKOJlFD
0.794,0.0578,136.112,0.22,0.199,0.0,4.0,0.693,10.0,229000.0,-10.445,0.682,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0imgcXQ3x5qjncFmbozu7d
0.934,0.0807,149.998,0.0428,0.0756,0.93,4.0,0.579,1.0,132859.0,-8.361,0.957,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6eCJJGYFb11r8umc77wLdA
0.908,0.144,119.974,0.0414,0.135,0.912,4.0,0.695,2.0,238359.0,-9.587,0.914,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1KPqKXEhZJG5tyVu0n59wh
0.523,0.117,119.889,0.0597,0.239,0.0,4.0,0.936,5.0,124056.0,-6.71,0.699,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:43ZyHQITOjhciSUUNPVRHc
0.795,0.0505,128.227,0.0342,0.0651,1.52e-06,4.0,0.698,8.0,244803.0,-5.638,0.918,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5lDMPCKmRUx1Q5Fk4jqH7m
0.554,0.109,176.723,0.483,0.235,0.0,4.0,0.617,1.0,266933.0,-4.474,0.304,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4dh34dyav8M5jCN3yidn8Z
0.594,0.106,132.029,0.0932,0.0163,0.934,4.0,0.605,10.0,373052.0,-10.049,0.393,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1pzTXuYLNoXY8tKzvOAqB7
0.428,0.0979,93.82,0.174,0.73,0.127,4.0,0.73,4.0,125240.0,-9.893,0.571,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4LwdFPmc5LYY2qAmzi23pe
0.451,0.107,147.518,0.0413,0.594,7.19e-06,4.0,0.615,0.0,111154.0,-10.116,0.813,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5foxQ24C0x7W0B2OD46AJg
0.903,0.024,161.99,0.0941,0.0047,0.778,4.0,0.73,5.0,142732.0,-6.377,0.962,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0IzOLJVaqwaQR5zBad9iWn
0.764,0.103,177.685,0.212,0.248,0.0,4.0,0.761,1.0,272293.0,-5.842,0.151,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0LyZGZEZcFqpeF8bAfx3v0
0.0581,0.103,174.117,0.0374,0.976,0.000366,4.0,0.345,3.0,189507.0,-17.217,0.304,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP
0.518,0.349,188.075,0.0525,0.00189,0.0956,4.0,0.664,0.0,227328.0,-7.459,0.971,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3KWpkpZRx6mJ3W5jGCLXnY
0.942,0.528,154.628,0.0755,0.155,1.15e-06,4.0,0.518,2.0,197240.0,-5.27,0.535,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:36la4AQp7vTlCRNyC5NLry
0.373,0.0481,92.717,0.0323,0.257,7.95e-05,4.0,0.671,9.0,295893.0,-18.064,0.732,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2374M0fQpWi3dLnB54qaLX
0.459,0.0474,107.115,0.0294,0.129,0.0194,4.0,0.739,11.0,222320.0,-14.42,0.892,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3ZZq9396zv8pcn5GYVhxUi
0.455,0.0923,81.92,0.0327,0.361,0.00586,4.0,0.517,7.0,132073.0,-12.088,0.521,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1rtYGowPGXV17ioj8nwCd3
0.449,0.103,135.97,0.429,0.221,0.0,4.0,0.897,1.0,90122.0,-9.295,0.707,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:33kB5gz4gzOEZVkuWKHylS
0.785,0.0397,84.607,0.351,0.0485,3.65e-06,4.0,0.673,10.0,249467.0,-2.894,0.85,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2D1hlMwWWXpkc3CZJ5U351
0.514,0.398,79.974,0.0593,0.0655,0.0,4.0,0.647,8.0,240693.0,-10.05,0.387,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7lQWRAjyhTpCWFC0jmclT4
0.794,0.0978,118.075,0.0752,0.705,3.4e-05,4.0,0.831,2.0,215787.0,-3.701,0.735,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7oGwQOTkMB9Sk3DIKJLd5F
0.439,0.162,150.032,0.365,0.357,0.0,4.0,0.805,1.0,167500.0,-9.605,0.329,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:13XvShB9GPpai2JhSIIgHY
0.948,0.43,146.46,0.122,0.0223,0.0,4.0,0.474,3.0,195373.0,-2.592,0.611,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:78ML3F5Lz3KiNkpnFAaR3q
0.49,0.0968,177.865,0.511,0.313,0.0,4.0,0.788,8.0,197528.0,-6.287,0.79,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3AaiEsiqHO2ylnnOdWninE
0.621,0.128,105.049,0.0288,0.0466,0.0,4.0,0.634,2.0,154465.0,-5.936,0.844,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3tbwKbrgDNjT4JvM4SVAtz
0.275,0.065,84.388,0.0738,0.196,0.96,4.0,0.365,9.0,26187.0,-13.654,0.0846,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2Zb6Cu5peVtG3UDifxEd1u
0.727,0.1,119.983,0.0304,0.0442,0.0333,4.0,0.751,10.0,256000.0,-9.789,0.28,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3NuzLWsRZXO1QsBUEWseGd
0.785,0.111,120.009,0.0396,0.0524,0.00111,4.0,0.814,1.0,255040.0,-5.679,0.941,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5P8lyudWE7HQxb4ludLbEm
0.936,0.192,161.983,0.0606,0.283,0.0207,4.0,0.659,2.0,155009.0,-3.519,0.884,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:37s8uwIjw72XfMseKJXNOO
0.513,0.101,134.92,0.0594,0.905,9.32e-06,4.0,0.856,9.0,71458.0,-6.601,0.382,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3QuYMsa06dKctueY73d4un
0.492,0.224,119.531,0.04,0.0163,0.00897,4.0,0.747,10.0,292571.0,-9.616,0.533,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2PzCOP5Aj9SABiBgNEZ52G
0.397,0.106,84.064,0.0639,0.461,0.000834,4.0,0.642,6.0,286493.0,-16.842,0.798,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7dL8FCLzEaWC2A3qWQuz1q
0.625,0.248,146.034,0.0315,0.194,0.00986,4.0,0.729,4.0,183907.0,-5.266,0.261,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1xzBco0xcoJEDXktl7Jxrr
0.545,0.0505,139.943,0.0625,0.0646,0.000289,4.0,0.867,2.0,162586.0,-5.192,0.525,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5o4yGlG0PfeVUa6ClIyOxq
0.796,0.0754,104.013,0.274,0.313,0.00272,4.0,0.772,7.0,190554.0,-5.546,0.499,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2tzLjiRec9KtzdhgyVYN6Z
0.842,0.115,112.016,0.0922,0.205,1.48e-05,4.0,0.911,10.0,187046.0,-4.845,0.578,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1LGv7Ah6TXp1soAAIzzuGC
0.693,0.0925,119.968,0.117,0.0244,0.89,4.0,0.818,0.0,144009.0,-15.818,0.968,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7IEdlE4ZwzPDxnoWFv10aj
0.58,0.134,128.003,0.367,0.347,1.87e-06,4.0,0.954,7.0,166635.0,-8.924,0.48,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0q97eZcYkeHy2buhS1O5Ir
0.73,0.124,155.008,0.222,0.00513,0.0,4.0,0.834,8.0,312820.0,-3.714,0.446,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2xLMifQCjDGFmkHkpNLD9h
0.936,0.217,129.976,0.0772,1.51e-06,0.822,4.0,0.446,1.0,217423.0,-9.794,0.0463,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1JqGbX7D8Lh03W3WITm5VS
0.0669,0.0646,135.993,0.0379,0.971,0.84,4.0,0.183,2.0,129363.0,-28.633,0.0376,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1Vw2NGHNER0Xr4DDMDsagS
0.619,0.113,136.041,0.102,0.0533,0.0,4.0,0.878,6.0,157067.0,-5.56,0.639,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6u7jPi22kF8CTQ3rb9DHE7
0.566,0.34,83.903,0.2,0.349,0.0,4.0,0.511,6.0,239836.0,-7.23,0.218,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0s3nnoMeVWz3989MkNQiRf
0.661,0.355,99.335,0.152,0.159,0.0,3.0,0.58,7.0,100287.0,-5.2,0.477,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:05xI48iEtJr2wtIZkGuouZ
0.407,0.111,89.011,0.233,0.461,0.0,4.0,0.878,7.0,286517.0,-10.941,0.547,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:00bWqt93aqLXqKtzZoq7Jw
0.525,0.325,145.016,0.124,0.255,0.0,4.0,0.812,1.0,177133.0,-8.798,0.564,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3B9vJvi2Z6ws4wjNTQMYAc
0.73,0.11,115.007,0.0516,0.145,3.06e-06,4.0,0.759,0.0,268434.0,-7.985,0.74,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7eBqSVxrzQZtK2mmgRG6lC
0.48,0.153,77.002,0.0262,0.682,9.89e-06,4.0,0.646,2.0,251867.0,-7.219,0.483,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:4QUHJVXhwt14EzC0zOGa2I
0.836,0.91,173.016,0.0276,0.0587,0.0,4.0,0.437,8.0,254187.0,-4.685,0.723,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:1sfZhSQY9CLtvKi1H6wqCO
0.54,0.179,129.171,0.0347,0.0339,0.00248,4.0,0.557,9.0,185733.0,-10.484,0.394,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:45yEy5WJywhJ3sDI28ajTm
0.702,0.239,109.114,0.032,0.0974,3.46e-05,4.0,0.726,7.0,216813.0,-10.757,0.931,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:57n1teNb2tkcfiYagPmUWr
0.319,0.175,119.637,0.0375,0.689,1.4e-06,4.0,0.415,4.0,254893.0,-13.235,0.23,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5d3cU8s9DEr8mGheRYRuIR
0.826,0.324,118.679,0.0851,0.182,0.00352,4.0,0.481,1.0,394267.0,-6.974,0.819,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:373zqV0VLz9mnrSaY9kaiX
0.379,0.106,99.142,0.0257,0.743,0.00161,4.0,0.564,2.0,279600.0,-7.225,0.177,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5cevh91ATYBb4TXkvYiUm0
0.264,0.132,119.93,0.0322,0.922,0.0,4.0,0.422,8.0,269560.0,-7.064,0.331,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:3U4isOIWM3VvDubwSI3y7a
0.262,0.116,122.299,0.032,0.858,5.13e-05,3.0,0.583,4.0,268640.0,-12.139,0.333,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2VJOJBlHlSzdsf1uBpReKe
0.518,0.0818,78.743,0.027,0.513,0.00327,4.0,0.333,10.0,158960.0,-12.005,0.296,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2eYthTSnYAOo8dKn7IOp7a
0.325,0.0691,60.843,0.0339,0.809,1.57e-06,4.0,0.339,5.0,268608.0,-12.017,0.204,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2r9W7Sap0COF2sNV409ISA
0.686,0.0926,184.083,0.0272,0.00288,0.0,4.0,0.365,0.0,200200.0,-6.127,0.331,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:71iogkuXi7nAfFbqMGDTri
0.386,0.207,91.615,0.0388,0.837,0.0,4.0,0.485,2.0,343813.0,-9.189,0.354,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:1EQ8sBQ7Abv9DvNBzhXAcv
0.288,0.106,134.127,0.0278,0.717,4.81e-06,4.0,0.576,11.0,276307.0,-11.695,0.188,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0FHLdyKjddlKEvRpvFKaNV
0.477,0.118,159.001,0.037,0.00411,0.000334,3.0,0.314,8.0,175440.0,-7.523,0.441,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:48aum3DqFk35mK59Ji9h5z
0.417,0.135,130.032,0.0354,0.296,0.0,4.0,0.623,0.0,191360.0,-8.699,0.721,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0IktbUcnAGrvD03AWnz3Q8
0.163,0.118,132.91,0.035,0.95,3.96e-05,4.0,0.462,0.0,211458.0,-15.533,0.299,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:3RY6MgBESRWmZ58v6rYJVP
0.233,0.118,116.891,0.0547,0.894,0.0,3.0,0.444,9.0,168227.0,-13.834,0.775,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6tyYK7y3kboS7GQulNtwo5
0.271,0.805,106.043,0.0381,0.696,0.0877,4.0,0.734,1.0,277293.0,-17.255,0.52,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:4CA2iDjIrO8xUlZ7O7U8kY
0.213,0.172,80.813,0.0346,0.793,0.0,4.0,0.361,6.0,176704.0,-12.826,0.276,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:7vRLVWAYjnrPEhZf5IeDOm
0.345,0.354,92.675,0.0288,0.0742,0.0,4.0,0.45,0.0,230627.0,-14.813,0.507,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:1ieaNRjnBSPwznI7BQrEWi
0.908,0.661,82.078,0.0487,0.0507,0.0,4.0,0.26,2.0,336333.0,-4.584,0.524,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:3AN9zaWTbwaSOdz4ZKK223
0.397,0.234,83.81,0.047,0.0876,0.0,4.0,0.414,10.0,239147.0,-15.95,0.532,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5rLsYHAgCqKNeaj1miXVnd
0.342,0.119,132.864,0.0285,0.416,0.0,4.0,0.385,2.0,308933.0,-7.749,0.131,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6IroxjN6zHbXyzS57xMo4Z
0.515,0.079,150.285,0.0414,0.795,0.904,4.0,0.302,2.0,309773.0,-9.303,0.111,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:7xPQY7skgsujvvVyoE5lBi
0.217,0.0844,157.084,0.0386,0.989,0.892,3.0,0.23,10.0,275973.0,-13.464,0.156,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0E0xI4AgMNU7UkwBt3FCVN
0.452,0.0701,117.401,0.0348,0.543,0.00294,4.0,0.82,1.0,253250.0,-9.796,0.74,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5C0LFQARavkPpn7JgA4sLk
0.386,0.115,80.074,0.0285,0.736,0.0,4.0,0.483,9.0,190960.0,-10.062,0.483,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:27Es7REkNYsWCMBoIbmwCW
0.82,0.281,84.086,0.0423,0.00835,0.000286,4.0,0.481,7.0,333987.0,-6.788,0.184,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5FREy2bRo5ThmdMUzwHjsW
0.905,0.0577,100.021,0.0339,0.0625,0.000151,4.0,0.67,2.0,194240.0,-2.385,0.516,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5j9iuo3tMmQIfnEEQOOjxh
0.468,0.284,135.548,0.0277,0.277,0.0,3.0,0.436,9.0,283240.0,-7.287,0.301,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2H4TYG8IkKIXeJFt2CLCaO
0.475,0.177,123.92,0.0296,0.448,1.47e-06,4.0,0.611,9.0,229480.0,-11.378,0.439,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6JnxYJwKACudLMiaYMT0qA
0.275,0.113,112.9,0.0303,0.847,0.0,4.0,0.644,3.0,221356.0,-12.888,0.337,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2HDTwGn4mA9pRC2hMSs7jW
0.636,0.217,124.996,0.0281,0.00713,0.00203,4.0,0.551,6.0,268467.0,-7.125,0.153,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0FDzzruyVECATHXKHFs9eJ
0.326,0.316,174.794,0.0324,0.721,0.0006,3.0,0.168,5.0,182400.0,-9.981,0.322,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0CmIALzGn4vHIHJG4n3Q4z
0.282,0.11,143.121,0.0318,0.848,0.0,4.0,0.602,1.0,164439.0,-10.754,0.483,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:39W953OaTIFMNGDkH4SY4u
0.582,0.132,173.274,0.0542,0.906,0.216,3.0,0.403,7.0,156453.0,-6.86,0.554,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:3DBFd14cf6eeY53yWzOEVz
0.513,0.235,79.043,0.0301,0.335,0.0234,4.0,0.453,2.0,231267.0,-8.882,0.385,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:1I5NCZPyL32gSX3E0pmfEm
0.646,0.201,78.828,0.0361,0.244,0.00723,4.0,0.343,4.0,298600.0,-10.905,0.469,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5dHgIhavWp1dJspKpWBjDq
0.329,0.0559,132.282,0.0279,0.756,0.0105,4.0,0.299,3.0,218187.0,-10.096,0.392,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2rG2c14sIgzyIRdbw3edaL
0.358,0.114,127.968,0.0287,0.853,1.27e-05,4.0,0.426,8.0,245533.0,-9.223,0.352,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:39vJleXN4h12BQExhj0Kqk
0.234,0.0769,78.991,0.0328,0.899,0.000803,4.0,0.219,11.0,269120.0,-9.336,0.144,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6xh9JILM2rzAtRynrTAAhe
0.499,0.104,110.297,0.0286,0.61,0.00101,4.0,0.65,2.0,252600.0,-9.464,0.753,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:7wqojWtf69NNjw3P5wMst6
0.459,0.219,97.863,0.0267,0.848,0.000339,4.0,0.41,7.0,334627.0,-7.365,0.48,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0HjlbE5iurkc4n2efskB57
0.42,0.158,170.125,0.0277,0.631,0.0,4.0,0.396,2.0,210680.0,-9.255,0.485,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0oOdE0KVbXNDHdxja2Uf1Y
0.733,0.752,123.969,0.0448,0.392,0.000109,4.0,0.612,1.0,351453.0,-7.49,0.306,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6C8vYMJuUYdHStoyzDiAeG
0.457,0.105,150.953,0.0468,0.595,0.0,4.0,0.686,11.0,242187.0,-8.322,0.718,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:1EzrEOXmMH3G43AXT1y7pA
0.757,0.0886,159.911,0.153,0.286,0.0,4.0,0.652,1.0,233305.0,-6.819,0.962,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6NPVjNh8Jhru9xOmyQigds
0.283,0.129,127.305,0.0383,0.905,2.61e-05,4.0,0.618,2.0,183227.0,-15.829,0.732,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5D0F36qJJblQ6mXMuIrH3C
0.752,0.647,125.797,0.058,0.018,3.73e-06,4.0,0.584,8.0,228173.0,-6.689,0.791,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:0zCfmceT1YvtZXGbR6Roht
0.486,0.116,120.003,0.029,0.0164,2e-06,4.0,0.668,1.0,176800.0,-8.373,0.89,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:399ZzZlv1VpWwmnGam04ls
0.688,0.0924,123.125,0.0254,0.39,1.03e-06,4.0,0.686,6.0,212373.0,-4.981,0.493,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:4T6HLdP6OcAtqC6tGnQelG
0.883,0.183,123.982,0.0333,0.0176,0.0,4.0,0.609,2.0,190467.0,-3.93,0.634,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:4CbZ7egFPLVVdgloG48RkP
0.321,0.112,81.823,0.0271,0.671,1.66e-06,4.0,0.515,1.0,240187.0,-8.798,0.324,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:4QsnHKvJGVbWJs3Em9Mrcy
0.441,0.155,111.757,0.0281,0.676,1.45e-06,5.0,0.306,9.0,237411.0,-7.484,0.224,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6RpDBpuTUZ2Iw6DsYDEBJL
0.487,0.0579,117.072,0.0299,0.253,0.0,4.0,0.521,6.0,173040.0,-7.525,0.483,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6iGU74CwXuT4XVepjc9Emf
0.238,0.17,138.063,0.0302,0.907,0.000881,4.0,0.434,2.0,290267.0,-11.926,0.193,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5iTFBGI1y3HGcqE2DWd5Bf
0.558,0.113,96.887,0.0246,0.492,0.00563,4.0,0.721,9.0,234867.0,-8.8,0.542,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6BQNJ0JFKh8sWjQLI6Zudi
0.309,0.124,112.929,0.0264,0.526,0.000249,4.0,0.648,2.0,303213.0,-12.432,0.407,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5l9c6bJmzvftumhz4TMPgk
0.362,0.11,123.897,0.0764,0.805,0.000729,4.0,0.785,5.0,181130.0,-14.319,0.35,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:3nmAzbXHDexo40lC7eLElh
0.408,0.103,116.831,0.0532,0.203,0.0,4.0,0.86,6.0,256733.0,-8.841,0.53,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:2Y9WfjpGt3kzv7cbRl3s3O
0.76,0.0706,118.829,0.0411,0.148,0.0116,4.0,0.51,0.0,170787.0,-6.995,0.55,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5YtxOL4iUchhynLL9nEBwQ
0.355,0.735,165.961,0.0345,0.0563,0.0,4.0,0.39,5.0,218267.0,-13.509,0.262,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:6YNCE5qtrTa7YcnAOAEsDQ
0.344,0.108,123.929,0.0418,0.725,0.0,4.0,0.731,11.0,247280.0,-8.987,0.25,alexeifloyd-4EmIhy7DuTKFIxgujxW4S4,spotify:track:5zXu8n7u4tPh7OLp4jOVt5
0.593,0.308,73.609,0.193,0.299,0.001,4.0,0.593,10.0,209667.0,-8.443,0.161,alexeifloyd-5UweEtNsALPWXKaKrNRNbr,spotify:track:7tAyoTnr66zdkUsg8XzSmd
0.564,0.0966,120.967,0.254,0.0257,0.0,4.0,0.828,7.0,205867.0,-7.084,0.467,alexeifloyd-5UweEtNsALPWXKaKrNRNbr,spotify:track:6bGwloiyyHXwFZ4yV1zjqR
0.655,0.157,120.019,0.278,0.113,0.000378,4.0,0.83,7.0,198640.0,-9.948,0.521,alexeifloyd-5UweEtNsALPWXKaKrNRNbr,spotify:track:6M3RWxZ2aRapomSbsy5Zvl
0.692,0.349,120.255,0.347,0.0591,6.96e-05,4.0,0.553,1.0,242493.0,-8.786,0.331,alexeifloyd-5UweEtNsALPWXKaKrNRNbr,spotify:track:6fd0hfSveLlNptY3I13UsT
0.734,0.0787,163.847,0.284,0.0754,0.0,4.0,0.68,5.0,221173.0,-6.771,0.757,alexeifloyd-5UweEtNsALPWXKaKrNRNbr,spotify:track:610xX8mO0xhnEIgTZpbBoZ
0.51,0.345,76.045,0.211,0.106,6.42e-05,4.0,0.654,9.0,216587.0,-7.808,0.31,alexeifloyd-5UweEtNsALPWXKaKrNRNbr,spotify:track:1cwytvoduxCstpvvLVaonu
