energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.591,0.408,87.016,0.263,0.0072,0.0,4,0.728,10,229435,-9.677,0.618,0,audio_features,spotify:track:5qQ2Bnai4C9NQ1vWBl7yeX
0.798,0.0681,76.956,0.0662,0.00269,0.138,4,0.575,2,260975,-7.194,0.162,0,audio_features,spotify:track:1utjKRucyp1qt6wOQrEqy6
0.976,0.217,152.972,0.199,0.00161,0.906,4,0.624,7,235294,-4.149,0.682,1,audio_features,spotify:track:0qwHWV9v97T58RRqGsZMGO
0.651,0.204,129.939,0.0881,0.0233,0.0324,4,0.606,3,242925,-8.272,0.472,0,audio_features,spotify:track:13ZsIACMHaWi8F1va20QZW
0.597,0.39,134.951,0.299,0.000545,0.545,4,0.702,7,202667,-15.3,0.576,1,audio_features,spotify:track:21mcrptEh7yxHKIN869yHk
0.957,0.288,173.938,0.305,0.0337,0.0,4,0.543,5,205507,-0.184,0.243,1,audio_features,spotify:track:2lKjHE4eSS4LAxan214Zpr
0.955,0.0956,135.361,0.0352,0.000113,0.709,4,0.177,7,230067,-4.782,0.214,1,audio_features,spotify:track:1AZOc4qG2YH78ggqDrMBkd
0.84,0.367,136.136,0.0489,0.358,0.000239,4,0.324,1,227627,-7.31,0.576,1,audio_features,spotify:track:2ZBalNGwjqdKJd29O76wBV
0.411,0.165,171.713,0.0397,0.646,0.858,5,0.583,7,53880,-10.031,0.948,0,audio_features,spotify:track:7vBovQzO1Vo1lQLL994Vr4
0.479,0.0604,100.114,0.0649,0.2,6.54e-06,4,0.631,5,142160,-10.449,0.944,1,audio_features,spotify:track:3SpS1BPw4D6eXDVyTDRZ3b
0.588,0.0904,125.014,0.0432,0.0688,0.00432,4,0.816,9,100013,-12.703,0.564,1,audio_features,spotify:track:0UjGhrN0sq9ElismrIPKMu
0.779,0.39,119.96,0.0303,0.166,0.0,4,0.689,4,224165,-7.667,0.731,1,audio_features,spotify:track:2P6lURS2y0Hbks1hnHfm6G
0.937,0.0966,149.744,0.0618,0.0137,0.0,4,0.588,9,348987,-5.435,0.775,0,audio_features,spotify:track:3oYxYV6cFaSRwgBpjXzhvS
0.327,0.15,107.894,0.0317,0.732,0.00103,3,0.388,5,140333,-12.522,0.222,1,audio_features,spotify:track:2pp3RfqX5cb1BAnmNi4Nej
0.887,0.186,122.528,0.0349,0.0665,0.000179,4,0.52,0,250627,-3.296,0.793,1,audio_features,spotify:track:7qQnBfwXrw2tZNFG4Uf57N
0.659,0.153,119.825,0.0675,0.781,0.0,4,0.677,1,97360,-6.844,0.962,1,audio_features,spotify:track:47Y7PT6z2rvcaDrkO6X3iq
0.808,0.517,143.04,0.101,0.181,0.0,4,0.788,8,302000,-4.77,0.844,0,audio_features,spotify:track:3kZoay4ANo86ehb6s4RwS9
